Comment,Sentiment
🇮🇳🇮🇳,Neutral
Yeh kya tarika hai ek LADY se pesh aane kaa aap usko sabke samne thappad maar rahe hai   mujhe lagta hai uss cisf guard ke khilaf  action lena chahiye issl. liye nahi ki usne. ek  celebrity ko clsp thappad mara balji iss liye ki usne ek lady ke saath misbehave kiya🤬🤬🤬🤬🤬🤬,Negative
Kangna ne jo bhi bola sahi bola.,Positive
❤❤❤,Positive
Is CISF Wali ki Maa bhi jadbuddhi thi aur ye bhi jadbuddhi hain...,Negative
Itna hi fat ri thi to....wardi k bina thappad lagati naa...aise on duty kyu??,Negative
Mujhe Aaj pta chla Celebrity ❤ sequrity kyu le kar chalte h ❤❤😂😂😂😂😂😂😂😂😂😂😂😂😂🎉,Positive
❤❤❤❤❤😊,Positive
असली शेरनी आज dekhi हे maine dil से slam ❤❤❤❤❤❤🎉🎉🎉🎉Cisf  असली शेरनी ❤❤❤,Positive
"सी आय एफ महिला काँग्रेस की चमची है,,,क्या",Negative
Iske or padne chahiye the daaru piti h kangna,Negative
Good jab 😂😊🎉❤,Positive
She want To come in govt,Neutral
Cisf woman wroung suspend करो एसे,Negative
Surprised that no other  security staff intervened. That on duty constable can't  take law to her own hands. Good Kangana maintained her calm.,Negative
CISF women have no right to attack!! Shameful!!!,Negative
Whatever but did good work,Positive
Batmez,Neutral
Uniform ka to lihaj kiya hota,Negative
Shame on full cisf unit of that air port who were supposed to serve the passenger. But an indisciplined cheap staff has spread her urin on cisf's face by her activities. Immediately she should get enough punishment instead of her salary for which they remains hungry always. Full country will remember this incident.,Negative
I am proud of didi,Positive
"गुस्सा जायज है लेकिन तुम कानून को हाथ में लेने  का तुम्हे कोई अधिकार नहीं 
तुम सेना की वर्दी का अपमान कर रही हो",Negative
😂😂😂😂,Neutral
Panjabioka kya common sense .,Negative
Job pe hoke thappad uthana sahi baat nahi,Negative
Kya fyada jitne k baad v haar gayee kangana....😅😅😅,Negative
Last me ek aadmi jo kangana ke saath tha us aadmi ke upar bhi action lena chahiye yeh kyu nahi viral huwa abhi usne ek ladki ko peeche se zor se maara hai... 🤬🤬🤬🤬🤬🤬 Kyu yeh kisi ko nahi dikh Raha hai,Negative
Kangana is a bloody racist,Negative
That officer did a good thing . Kangana is just a rubbish acting like a rubbish and talking rubbish,Negative
tu vi ghr beth aab😊😊😊😅😅,Positive
"आपने सेना मे दाखिला लेते समय कोई भी गैर संवैधानिक कार्य नही करने का शपथ ग्रहण किया था ।
इस समय आप एक संवैधानिक पद पर पदस्त है जिसके कारण आप कंगना राणावत तक पंहुच सकी । लेकिन आपके नीजी जीवन का प्रभाव आपके कार्यक्षेत्र मे नही पडना चाहिए था ।",Negative
❤😊😂,Positive
Sallii moorakh jatti 😮,Positive
असली शेरनी है कुलविंदर कौर ❤,Positive
Pehle tolo phir bolo  kisi ki izzat ke khilaaf kabhi bhi mat bolo,Negative
✌,Neutral
"German shepherd video jyada dekh liya tha  😂😂😂😂

Avi dadlani ki dad khaj khujaygi 😂😂😂😂",Positive
Khalistan c I s.f officer worest officer,Neutral
"As a democrate I can ensure that we have the right to movement but with out any any proof how kankana claimed that they are khalistani. It is unfortunate, it is unjustified, is is illegal. Kankana have to face a legal case under jurisdiction of IPC.",Negative
Kulvinder kaur ji bhut badiya kiya..salute to you,Positive
What about common people thinking😢😢,Negative
Thappad wala scene kidhar hai,Neutral
😂😂😂😂😔😔😔,Negative
Ohh tb ka badla abhi nikali hai....100 rs wala bat ko leke 😅,Negative
I just focus on that red cap men how he hit that black dress lady who is behind the kangana😂😂😂,Neutral
I support Lady soldier 💪,Positive
"I don't like Kangana, but u cannot hit anyone just becoz u did not like a person's opinion. U write back to the person. Violence should be strictly punished. she should lose her job.",Negative
Tum CISF ke layak Nahin ho,Negative
Khalistani CISF,Neutral
Sahi hai iss actor ko tow aisi saluk hi chahiye. Jaisi karni aisi bharni.,Positive
You have no right to slap someone. The ego hypocrite community.,Negative
Kon hei woh moti overaction karr raa phn batt karr ke😂,Negative
"Bhai Maa ki baat , pehle to dharti maa aur phir uski apni maa kon aur kitna bardaasht karti....😢😮😮",Positive
कंगना रनौत एक अच्छी कलाकार होने के साथ साथ एक अच्छे इंसान भी है इसीलिए उन्होंने अपने थप्पड़ का जवाब कानूनी तरीके से दिया वरना  थप्पड़ का जवाब थप्पड़ से दे सकती थी,Positive
"Politics hai ye.
Paise mile honge .
Bade bade neta log kya kya bolte hai",Negative
Where is the VISUAL of SLAPPING? 😮😮,Negative
Bilkul👍🏻 nathuram godse ki bhi yhi bhawana thi,Positive
"Very good....hamare kuch netha aise bi hai Jo filmo ki villian jaisa , samaj ke samne bhagwan aur peeche se shaithan, for example unpad panauthi Feku.  ...",Positive
The truth is government and private jobs are in hands of terrorism supporters but not in favour of patrons,Negative
Tha pan marene ka natija naukari se hatha dhodia 😂😂😂,Negative
सुना थप्पड़ का आवाज 400 पार था 😂😂,Neutral
"Irresponsible employee 
She should be punishable.",Negative
BJP is the very reason for this act.,Positive
कंगना रनौत ने गलत बोला था तेरी शकल तो 50 वाली भी नहीं है,Negative
proud of you cIsf Mahila jaban 😊,Positive
SMRITI IRANI KI BEIJJATI BHI AISI HI HONI CHAHIYE .,Negative
Sahi bayan diya tha bas Galt ho ya na ho baki the,Negative
Cisf women  good nic ❤❤❤,Positive
Personal and professional alag rkhna chhiye na...Is CISF ki duty wahan thi bhi ni....Or iski maa usi andolan m thi na jahan 4 kisan mantri ne milke ek ldki ka rape kiya tha or wahan baithi 2 kodi ki aurton ne bola Mard ki neeyat to fisal jati h ldkiyon ko hadd m rehna chhiye,Negative
Panduranghari 🚩 ❤👍🫡jay bhawani,Positive
Right 100,Neutral
Kaur ji aapne achha kiya,Positive
"People who are condemning the woman in uniform, where did you go when people were killed in the name of cows??Wow!",Negative
Very good sister ❤❤❤,Positive
Bollywood Star she not slap but she try all ways nepotism Star,Negative
wo aurat isi layak hai.... salute hai cisf lady ko,Positive
Last me ek bande ne kisi lady ko thappad mara usska koi nahi pooch raha 😂,Negative
"Those people who were sleeping, while police brutality was ongoing against Farmer protest., 
now calling it police brutality when it's a BJP dumbstr. ! 😂😂Rip Andhbhakts.",Negative
आजादी मिली 2014 मे गाल पर तोहफा मिला 2024 में बहुत जल्दी तरक्की करली मैडम ने 😂😂,Positive
' MAA. Janth Hoti hai,Negative
Imagine if this was done against an mp of Congress by a BJP supporter😂😂 sick people would have exaggerated the act to murder attempt.,Negative
Tit for tat .,Neutral
BKL,Neutral
Cisf women restricted after this incident happening life time suspended😂😂😂,Negative
Great women 🔥,Positive
👍👍,Positive
The cisf officer is politically motivated. She should be dismissed.,Negative
Aapko apani bardi utar kar maa ka badla lena tha bardi me desh pahle hota hai ye nahi bhulna chahiye bardi ki ijaat karne aapko bhi nahi aati thappad jadne wali Madam 😂,Negative
Duty kro apna apna imandari nl duniyavi gla ta chldiya rehandiya,Negative
इसने वर्दी तो पहनी ह किंतु इसकी मानसिकता भिंडारवाली जैसी खालिस्तानी समर्थक वाली ह,Negative
😂😂😂,Neutral
Indian sherni ❤❤❤,Positive
"👮‍♀️CISF women Police Salute
Congratulations🎉🎉🎉🎉🎉🎉🎉🎉🎉 ☘️☘️☘️☘️☘️🌺🙏👍👍👍👍",Positive
"Proverb: tongue is more poisonous than d slap... 
This kangana realised...",Negative
Tare ma bata to keya hoya shale,Positive
"I salute this BRAVE CISF ,this slap was from all the true & honest Indians. God bless you.",Positive
100 nhi 50 rs me baithe the wo wahan pe ..,Neutral
"So many videos are circulating on the social media, but l haven't seen a single video, where the CISF woman has slapped Kangana Ranaut. Kangana is a pathological liar and to play the victim card, she can go to any extreme. Hats off to the brave Punjabi woman who protested on the derogatory remarks on the protesting farmers made by Kangana.",Negative
Motto b hai sath,Neutral
"🫡🫡🫡  *CISF GUARD.*  💐💐💐


      *JAI JAWAAN, JAI KISAAN.*  💖",Positive
madam ji personally nhi Lena tah sach me he khalistani jaha peh Indian flag KO pairoke niche rakta he agar aap KO tappar Dena tah toh unlogoko Dena tah joh Indian against he,Negative
tuchi mansikta 😂,Neutral
Thappad papad ki tarha karak bane hi ja raha he😂😂😂,Positive
👍👍👍,Positive
"Slapping a woman who once called for a genocide, advocated and supported Will Smith slapping & calling all punjabis khalistani/terrorist is justifiable from that woman's perspective. Those who are preaching here didnt utter a word when common man, farmers & students get beatenup by police and armed forces",Negative
ये टोपीवाला आदमी जो पगलेट कंगना के साथ है उसके ब्लैक ड्रेस वाली लड़की को मारा पीछे से वीडियो में इस पे भी एक्शन होना,Negative
Ye Paisa khila ke CISF main join Hui hogi pakka warna isko itna nhi pata ye is samay kaha or kya kar rahi hai,Negative
Sharam kar vardi me hai tu... Uniform me hokar ye sab !,Negative
"This is very shameful act.  This cisf constable should be suspended immediately.
Galat lagi uski baatein toh case kro.
Atleast khaki vardi me aisa kaam mtt kro . Atleast vardi ki respect krni chahiye",Negative
Kuchh logo ko fat gai hai 😂😂,Negative
Jay jawan Jay kishan,Positive
जय जवान 🔥,Positive
Hats off to this brave officer,Positive
जब आप वर्दी पहनते है तो आम को जाती धर्म रिसते नाते नहीं कर्त्तव्य आगे होना चाहिए। जय हिन्द 🇮🇳,Positive
CISF ka respect khatam kar di esme,Negative
100😭😭😭😭,Negative
Salute kangna jee ko  akeli lady hai jo maharastra govt ki naak mei dum kiya    koi nahi jo kangna jee k agey tik ske   kangna  akele chahe to us constable ki hekdi utar de pr nahi kangna ek sincere lady hai unki speech powerful hoti h  jitani us lady ki property hai utani to kangana jee ki jeb kharch hogi 😅😅😅😅,Negative
aur ek chata jad dena didi 😂😂😂😂,Positive
Well K. K,Neutral
2014 Sal ki bad yehi azadimili😅😅😅😅,Neutral
Bleady   Cisf  lady,Positive
Sahi kia❤,Positive
Shameful behaviour by the cisf officer,Negative
"அடித்த சகோதரி வருங்கால எம்பி எம்எல்ஏவாக
ஆகிவிடுவார்.",Negative
Easy publicity..😂,Neutral
Tu Teri maa ko pta nhi kahan kahan bejti hai,Negative
Bohot maza aaya 😂😂 app ne bhot acha kiya hai 😅,Positive
"Ye khalistani mansikta ki h isko uniform m nhi hona chahiye 
Tabhi dismiss kar dena thha",Negative
"Mad ppl like Hagna Ranaout whos saying are like street dogs, must meet their fate time to time so as to act & speak property next time😂😂",Negative
Is thappad ki goonj zindagi bhar kangna ko sunai degi,Positive
इसके खलिस्तानी मदर को भी जेल मे सडावो,Negative
ये पंजाब के किसान कुछ zyda ही रहीस हो गए हैं बाकी भारत में किसान हैं ही नहीं और दिल्ली जाम करने गए थे ये देश द्रोही हैं इनको पाकिस्तान बेजा जाय,Negative
